"locus_tag","gene_name","function","logFC","logCPM","PValue","q.value"
"BW25113_1119","nagK","N-acetyl-D-glucosamine kinase",-0.674073069321103,5.55707455692833,2.89897827520519,0.0886357177654382
"BW25113_1120","cobB","deacetylase of acs and cheY, chemotaxis regulator",-0.173160469026328,6.04504630307644,0.131262445400324,0.717126666739353
"BW25113_1121","ycfZ","inner membrane protein",1.16262629863201,2.16664604657582,1.26697460240411,0.260335010614079
"BW25113_1122","ymfA","DUF3592 family inner membrane protein",-0.101851562160108,7.81912592349594,0.0514193717547187,0.820611613438712
"BW25113_1123","potD","polyamine transporter subunit",0.173771547563374,6.52340094669304,0.124770776677302,0.723916715221428
"BW25113_1124","potC","polyamine transporter subunit",-0.0595298744360519,5.69755425314159,0.011254277698761,0.915513975610276
"BW25113_1125","potB","polyamine transporter subunit",-0.213920941409148,6.35671701373758,0.282485384979106,0.595076815447882
"BW25113_1126","potA","polyamine transporter subunit",-0.338676040257407,6.34921311130852,0.786873155743298,0.375047292319219
"BW25113_1127","pepT","peptidase T",-0.244789852036362,6.80139050233435,0.298036150384416,0.585116205363254
"BW25113_1128","roxA","50S ribosomal protein L16 arginine hydroxylase; 2-oxoglutarate oxygenase",-0.429592055975553,6.30358688462513,1.23249173294024,0.266923002082574
"BW25113_1129","phoQ","sensory histidine kinase in two-component regulatory system with PhoP",-0.196039282570433,7.25274114813908,0.247097715014299,0.619126120293975
"BW25113_1130","phoP","response regulator in two-component regulatory system with PhoQ",-0.458683415814725,6.69306672917688,0.966896253634665,0.325455465970738
"BW25113_1132","hflD","putative lysogenization regulator",-0.0995884818360624,5.06778825133773,0.0369869646612422,0.847491589200747
"BW25113_1133","mnmA","tRNA(Gln,Lys,Glu) U34 2-thiouridylase, first step in mnm(5)-s(2)U34-tRNA synthesis",1.26369343592925,5.07210310021009,8.43346957457132,0.00368376786538121
"BW25113_1134","nudJ","bifunctional thiamine pyrimidine pyrophosphate hydrolase/ thiamine pyrophosphate hydrolase",-0.0722839245921139,5.48072215618261,0.0289723083018991,0.864842991220976
"BW25113_1135","rluE","23S rRNA pseudouridine(2457) synthase",-0.318678257198046,6.30336625375713,0.607140478967402,0.435866506259686
"BW25113_1139","lit","e14 prophage; cell death peptidase, inhibitor of T4 late gene expression",0.494936995232686,5.50934869529127,1.32217728016943,0.250201670522434
"BW25113_1140","intE","e14 prophage; putative integrase",-0.0946801744460051,8.17933741893243,0.0520146339418943,0.819594022234168
"BW25113_1141","xisE","e14 prophage; putative excisionase",-0.0953273791079766,5.99634224489959,0.0515173175650361,0.820443752490921
"BW25113_1143","ymfI","e14 prophage; uncharacterized protein",-0.591354156147917,5.08315087975084,1.6348607356679,0.201032056547707
"BW25113_1144","ymfJ","e14 prophage; uncharacterized protein",-0.841127422359327,5.74575838263641,4.09026718934177,0.0431308234568947
"BW25113_1146","croE","e14 prophage; putative DNA-binding transcriptional regulator",-1.73799947382716,2.64765088367449,5.61331577420135,0.0178245036952329
"BW25113_1147","ymfL","e14 prophage; putative DNA-binding transcriptional regulator",-0.187575237771527,5.63338568275517,0.191418611128333,0.661738533287933
"BW25113_1148","ymfM","e14 prophage; uncharacterized protein",0.0385518057212869,6.18670278095758,0.00977641709272703,0.92123691056881
"BW25113_4692","oweE","pseudogene",0.107217276312417,5.94504524312576,0.0760723328220126,0.782692364109968
"BW25113_4693","aaaE","pseudogene",0.0643874433654723,7.78990881385569,0.0255423949696336,0.873022961116314
"BW25113_1150","ymfR","e14 prophage; uncharacterized protein",0.512085023725355,4.64222627167845,1.50959413069159,0.219201028871811
"BW25113_1151","beeE","pseudogene",-0.667255405459871,5.14113601391133,1.59319702822393,0.206869961733036
"BW25113_1152","jayE","pseudogene",0.0679622923534817,7.28096125992085,0.0277316299236681,0.867741319710515
"BW25113_1153","ymfQ","prohage e14 tail protein homolog",0.488298156236314,6.65124670156727,1.28502097413783,0.256967553277576
"BW25113_1154","stfP","e14 prophage; uncharacterized protein",0.112604373881129,8.30651028025939,0.0614165826797262,0.804270822498623
"BW25113_1155","tfaP","e14 prophage; uncharacterized protein",-0.0298589353698744,6.91420726542801,0.00480059451088266,0.944761712491699
"BW25113_1156","tfaE","e14 prophage; putative tail fiber assembly protein",-0.125537545890369,6.89063634230465,0.075399631945956,0.783631300550952
"BW25113_1157","stfE","pseudogene",0.067228691980099,7.73345391102294,0.0271430309645098,0.869139641258154
"BW25113_1158","pinE","e14 prophage; site-specific DNA recombinase",-0.138744385338647,7.40127567700271,0.0815123450932447,0.775258293766524
"BW25113_1159","mcrA","putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein; e14 prophage gene",-0.10261686939109,6.37002213641329,0.049516594913861,0.823906579335864
"BW25113_4519","icdC","pseudogene",-0.235958839571138,5.60993140988439,0.270544227223696,0.60296693356471
"BW25113_1161","ycgX","DUF1398 family protein",-0.0926532304430919,4.72653107819018,0.0312427941424573,0.859699805912526
"BW25113_1162","bluR","repressor of blue light-responsive genes",0.157804769056826,7.73967788612259,0.145344519717852,0.703024604144134
"BW25113_1163","bluF","anti-repressor for YcgE, blue light-responsive; FAD-binding; has c-di-GMP phosphodiesterase-like EAL domain, but does not degrade c-di-GMP",-0.239373550836145,6.76812717029466,0.374470052627547,0.540577731751891
"BW25113_1164","ycgZ","RcsB connector protein for regulation of biofilm and acid-resistance",-0.0919339525080408,5.20185509412884,0.0371735137481295,0.847112203978425
"BW25113_1165","ymgA","RcsB connector protein for regulation of biofilm",-0.876280312095669,2.60357973555043,1.79455321897765,0.180372381421429
"BW25113_1166","ariR","RcsB connector protein for regulation of biofilm and acid-resistance",-0.904238570267112,2.02906910201512,1.01406741707008,0.313930379792138
"BW25113_1168","ycgG","putative membrane-anchored cyclic-di-GMP phosphodiesterase",-0.0352883234792824,6.56303481439865,0.00796246931622235,0.92889700237703
"BW25113_4520","ymgF","inner membrane division septum protein",-0.0693972735434794,4.40177802693585,0.023919831132952,0.877089071377287
"BW25113_4491","ycgH","pseudogene",-0.187104444288274,7.69623604025678,0.203386633482268,0.652001028571809
"BW25113_1171","ymgD","uncharacterized protein",-0.148521052164551,6.84878664598759,0.121566331662692,0.72734184667463
"BW25113_1172","ymgG","UPF0757 family protein",-0.230821446165254,6.13274717807621,0.310835521745414,0.577167927866688
"BW25113_4593","ymgI","uncharacterized protein",-0.144450556136845,2.54589254705164,0.0200936327037944,0.887275890632889
"BW25113_4594","ymgJ","uncharacterized protein",-0.617110239574325,2.56022372692017,1.09944326168295,0.294388317552285
"BW25113_4521","ycgI","pseudogene",0.0889391235363498,6.92626394034488,0.0423294004905586,0.836993151633958
"BW25113_1175","minD","membrane ATPase of the MinC-MinD-MinE system",0.00835290647350728,6.70176124504186,0.000320534753612378,0.985715849312279
"BW25113_1176","minC","cell division inhibitor",0.0912118425711342,5.5885427855579,0.0520163620338021,0.819591077029364
"BW25113_1177","ycgJ","uncharacterized protein",0.0485289688206692,6.86527246531089,0.0104237682126147,0.918679795717256
"BW25113_1178","pliG","periplasmic inhibitor of g-type lysozyme",-0.370614902109761,7.16092054025184,0.811903614952016,0.367558044230126
"BW25113_1179","ycgL","UPF0745 family protein",0.203200227770574,2.86919793365919,0.100132958561422,0.751670136895146
"BW25113_1180","ycgM","putative isomerase/hydrolase",0.161402553094422,5.99318896120401,0.174720115061285,0.675950514885801
"BW25113_1181","ycgN","UPF0153 family cysteine cluster protein",-0.468476830405545,7.27003610050433,1.37231196136527,0.241415053640501
"BW25113_1182","hlyE","hemolysin E",1.24475959526709,2.60938219459343,4.15484503785499,0.0415155724783069
"BW25113_1183","umuD","DNA polymerase V, subunit D",-0.193484855603334,4.94658102666156,0.123671678419523,0.725085879495045
"BW25113_1184","umuC","DNA polymerase V, subunit C",-0.573138299688913,6.23311246634334,2.25275010010006,0.133377180600774
"BW25113_1185","dsbB","oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I",-0.140344164646688,4.58448241505964,0.106115799043402,0.744610332961994
"BW25113_1186","nhaB","sodium:proton antiporter",-0.488922307966612,7.65343819687116,1.31399225716277,0.251673105633895
"BW25113_1187","fadR","fatty acid metabolism regulon transcriptional regulator",-0.262984343892725,6.4936676246025,0.338572613978208,0.560654297162515
"BW25113_1188","ycgB","SpoVR family stationary phase protein",-0.232287291932241,7.23218973563218,0.37043087336005,0.542769498889486
"BW25113_1189","dadA","D-amino acid dehydrogenase",-0.264495310063668,7.48616296635655,0.442973298846724,0.505690850811155
"BW25113_1190","dadX","alanine racemase, catabolic, PLP-binding",-0.0834948991146021,6.99518942551051,0.0379961553207337,0.845450859767661
"BW25113_1191","cvrA","putative cation/proton antiporter",-0.346536463717505,8.11058984803179,0.719362429371273,0.396353123522525
"BW25113_1192","ldcA","murein tetrapeptide carboxypeptidase; LD-carboxypeptidase A",0.914374637038835,3.33950345327888,2.34557110760673,0.12563950862001
"BW25113_1193","emtA","lytic murein endotransglycosylase E",0.065255322029074,6.26043871512343,0.0197874129232538,0.888132431818904
"BW25113_1194","ycgR","flagellar velocity braking protein, c-di-GMP-regulated",0.0541488922999459,5.75757610446798,0.0183699634417565,0.892188230866629
"BW25113_1195","ymgE","UPF0410 family putative inner membrane protein",-0.727219957804154,5.6805434203338,3.0975923535181,0.0784081748945969
"BW25113_1196","ycgY","uncharacterized protein",0.475171691851864,3.29882908982558,0.941948572132128,0.331777222093558
"BW25113_1197","treA","periplasmic trehalase",-0.129049236513298,8.00534292246853,0.101808797714639,0.74966970952783
"BW25113_1198","dhaM","putative dihydroxyacetone-specific PTS enzymes: HPr component/EI component",0.0305000349675729,7.43470933540932,0.00438956947971292,0.947175743800805
"BW25113_1199","dhaL","dihydroxyacetone kinase, C-terminal domain",-0.597697389295334,5.10653404756111,1.38511732329265,0.239231400585028
"BW25113_1200","dhaK","dihydroxyacetone kinase, PTS-dependent, dihydroxyacetone-binding subunit",-0.179607696166341,6.94769312362885,0.147961317720238,0.700491258733533
"BW25113_1201","dhaR","dhaKLM operon transcription activator",-0.0497199892407261,7.57866439582714,0.0139251423049558,0.906063822775918
"BW25113_1202","ycgV","putative adhesin",-0.365529008175603,8.89467570451235,0.801170516153761,0.370743634718444
"BW25113_1203","ychF","catalase inhibitor protein; ATPase, K+-dependent, ribosome-associated",0.16623382021178,5.50745330505698,0.103540421033436,0.747621659354675
"BW25113_1204","pth","peptidyl-tRNA hydrolase",-1.27187328822434,2.10329703282598,2.02490170713727,0.154738935288834
"BW25113_1205","ychH","DUF2583 family putative inner membrane protein",-0.125308940156554,6.01315091692159,0.107318407771796,0.743217990938587
"BW25113_1206","dauA","C4-dicarboxylic acid transporter",-0.528957926695331,7.7281972396572,1.67205674935105,0.195983276187293
"BW25113_1208","ispE","4-diphosphocytidyl-2-C-methylerythritol kinase",0.91653664925064,1.59597238920885,0.653865356804552,0.418734094231856
"BW25113_1211","prfA","peptide chain release factor RF-1",0.494530299266728,3.66059584134938,0.685024539487024,0.40786189281526
"BW25113_1213","ychQ","SIRB family inner membrane protein",-0.24467783961331,5.08874456703855,0.262634190729607,0.608316178877218
"BW25113_1214","ychA","transglutaminase-like TPR-repeat protein",0.140519964973262,4.95721515436972,0.117897316754057,0.73132630355168
"BW25113_4421","ldrB","toxic polypeptide, small",0.255030101929577,1.87010428379267,0.061872828413577,0.803559976065799
"BW25113_4422","rdlB","",-2.07902929889975,3.22941047461542,10.9003977905316,0.00096143611065004
"BW25113_4424","rdlC","",0.687506025243612,2.31193070474929,1.07486511373551,0.299849111800346
"BW25113_1216","chaA","calcium/sodium:proton antiporter",-0.415080939854775,8.32722647237821,1.16497000669467,0.280437184397646
"BW25113_1217","chaB","cation transport regulator",0.11602095964087,5.04152348264106,0.0647333034487003,0.799165382730167
"BW25113_1218","chaC","cation transport regulator",-0.176789194324979,6.53486062560705,0.149925197554126,0.698606852439746
"BW25113_1219","ychN","putative sulfur relay protein",-0.782994215203109,5.2570878706781,2.45458835466276,0.117181885512578
"BW25113_1220","ychO","putative invasin",-0.194336004441996,6.90567999849813,0.18951432124495,0.663321151436351
"BW25113_1221","narL","response regulator in two-component regulatory system with NarX (or NarQ)",-0.253128930829816,5.87395127868036,0.40031092832813,0.526928724229363
"BW25113_1222","narX","sensory histidine kinase in two-component regulatory system with NarL",0.3089680858992,7.64424307596266,0.572611678431155,0.449222967389108
"BW25113_1223","narK","nitrate/nitrite transporter",-0.0553581693682624,7.07261023595394,0.0202381067677209,0.886874087591789
"BW25113_1224","narG","nitrate reductase 1, alpha subunit",0.224333337112844,8.66854698320868,0.284154963278965,0.593990748777748
"BW25113_1225","narH","nitrate reductase 1, beta (Fe-S) subunit",0.200802865818968,6.61528392539967,0.170727480380926,0.6794660805543
"BW25113_1226","narJ","molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1",-0.124270963131453,5.98825761136835,0.0859701854052997,0.7693641416995
"BW25113_1227","narI","nitrate reductase 1, gamma (cytochrome b(NR)) subunit",-0.511270370203497,6.02767561146625,1.62003563656684,0.203086818638583
"BW25113_4425","rttR","",-2.25285417530021,2.69224152500907,5.8575563466687,0.0155103133347658
"BW25113_1229","tpr","protamine-like protein",-1.39641625820302,2.11236300316086,2.26068304965881,0.132695521595912
"BW25113_1232","purU","formyltetrahydrofolate hydrolase",-0.0497272515231494,6.52333942054197,0.00535354903155394,0.941672469524192
"BW25113_1233","ychJ","UPF0225 family protein",0.121915183376591,7.33469362865992,0.0705848437154515,0.790487144269165
"BW25113_1234","rssA","putative patatin-like family phospholipase",0.228866287744871,7.08785387156345,0.296483639914825,0.586095306898753
"BW25113_1235","rssB","PcnB-degradosome interaction factor; response regulator",0.535978184102051,6.77035354832252,1.41904435935535,0.233560760875568
"BW25113_1236","galU","glucose-1-phosphate uridylyltransferase",1.99327736801839,6.52877860713659,11.9809961359749,0.000537458457904325
"BW25113_1237","hns","global DNA-binding transcriptional dual regulator H-NS",0.476367723683941,4.62003223373506,1.02389332679875,0.311597277898425
"BW25113_1238","tdk","thymidine kinase/deoxyuridine kinase",0.0683984822705837,8.12853291330562,0.0306935838665083,0.860925749587179
"BW25113_4573","insZ","pseudogene",-0.0877158586764561,6.59377628817501,0.0547539462611293,0.814988385517868
"BW25113_1241","adhE","fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase",0.0825392435498641,7.67212163010996,0.0373171042262328,0.846820855732775
"BW25113_1242","ychE","UPF0056 family inner membrane protein",-0.40483800400639,6.80733001686434,0.962331851623102,0.326600067903973
"BW25113_1243","oppA","oligopeptide transporter subunit",0.0847143303715703,7.38969735376832,0.0423840881377373,0.836889365247239
"BW25113_1244","oppB","oligopeptide transporter subunit",0.0958297949746367,7.04639989131809,0.0574710946931614,0.810538570923638
"BW25113_1245","oppC","oligopeptide transporter subunit",1.15465341092119,3.95553296430553,6.42853550038777,0.0112301138203388
"BW25113_1246","oppD","oligopeptide transporter subunit",-0.140082743462761,4.44267649031065,0.101694603293731,0.74980544364782
"BW25113_1247","oppF","oligopeptide transporter subunit",0.602644498847743,4.54855347062501,2.04541566747571,0.152665280313771
"BW25113_1249","clsA","cardiolipin synthase 1",-0.0346342111003994,6.73492574398345,0.00594375560479143,0.938547369115333
"BW25113_4595","yciY","uncharacterized protein",-0.392442039166705,5.87953163059009,0.837293231089493,0.360172057283489
"BW25113_1250","kch","voltage-gated potassium channel",-0.226030248705018,6.79853970454261,0.329080041345488,0.566201295822322
"BW25113_1251","yciI","putative DGPF domain-containing enzyme",-0.529279512350215,6.09926024611774,1.46451447821642,0.226213183806296
"BW25113_1252","tonB","membrane spanning protein in TonB-ExbB-ExbD transport complex",-2.76211550495328,1.815862382198,11.8776755659022,0.000568107984214033
"BW25113_1253","yciA","acyl-CoA esterase",-0.601010999623909,5.7951877044528,2.01894701937113,0.155346834734346
"BW25113_1254","yciB","IspA family inner membrane protein",0.377823032858328,5.22290508022962,0.780252539620277,0.377063915328266
"BW25113_1255","yciC","UPF0259 family inner membrane protein",-0.0491460674969629,6.36239760459316,0.008578325070701,0.926206051910375
"BW25113_1256","ompW","outer membrane protein W",-0.215722031789599,7.82136356428247,0.251880436296261,0.615754105838311
"BW25113_1258","yciF","putative rubrerythrin/ferritin-like metal-binding protein",-1.14384319972739,3.15168897652122,1.30215462180762,0.253820031934877
"BW25113_1260","trpA","tryptophan synthase, alpha subunit",-0.361091917869286,5.64929926619676,0.558812849937524,0.454738959168649
"BW25113_1261","trpB","tryptophan synthase, beta subunit",-1.0891232915202,4.40453206676956,4.78892356726531,0.0286433217331167
"BW25113_1262","trpC","fused indole-3-glycerolphosphate synthetase/N-(5-phosphoribosyl)anthranilate isomerase",0.639048590071571,5.64613117966084,2.53673740483432,0.111224399293305
"BW25113_1263","trpD","fused glutamine amidotransferase (component II) of anthranilate synthase/anthranilate phosphoribosyl transferase",0.262451711194447,5.14331197792739,0.398424795427704,0.527903881290796
"BW25113_1264","trpE","component I of anthranilate synthase",0.114448131388495,5.8001960996782,0.0726992411592207,0.787446481566284
"BW25113_1266","yciV","PHP domain protein",-0.411255625097155,5.947930402821,0.760776380318763,0.383085665590926
"BW25113_1267","yciO","putative RNA binding protein",-0.438995619774022,5.21065900737374,0.594345499302407,0.440743643659164
"BW25113_1268","yciQ","enhancer of membrane protein expression; putative inner membrane protein",-0.151860216156125,8.62430172107847,0.148434175458149,0.70003622961719
"BW25113_1269","rluB","23S rRNA pseudouridine(2605) synthase",-0.232295614304779,6.25396844136674,0.344513604382457,0.557235398641871
"BW25113_1270","btuR","cob(I)yrinic acid a,c-diamide adenosyltransferase",-0.0621427376088208,6.01901615086959,0.0262382903151435,0.871319732053132
"BW25113_1271","yciK","putative EmrKY-TolC system oxoacyl-(acyl carrier protein) reductase",-0.886949625049087,5.6389844168747,4.25138763916505,0.0392182729210949
"BW25113_1272","sohB","inner membrane protein, S49 peptidase family protein",0.39545093696446,6.73015379387127,0.941426731732349,0.331911192680097
"BW25113_1273","yciN","DUF2498 protein YciN",-0.270849538197528,5.55139263206307,0.352721254011287,0.552576721754518
"BW25113_1274","topA","DNA topoisomerase I, omega subunit",-0.214261270264659,2.15213378915059,0.0478538040911918,0.826840806344484
"BW25113_4522","ymiA","uncharacterized protein",0.734824630939761,3.94886372600161,2.44174704261241,0.118144578373929
"BW25113_4523","yciX","uncharacterized protein",0.254508519769365,6.10621151134124,0.339697671057507,0.560003783903094
"BW25113_1276","acnA","aconitate hydratase 1",-0.0699052521202283,8.17633022965887,0.0321725838875864,0.857649403013545
"BW25113_1278","pgpB","phosphatidylglycerophosphatase B",0.392357403890205,4.90235659962305,0.904201043528269,0.341657748983247
"BW25113_1279","yciS","DUF1049 family inner membrane protein, function unknown",-0.35375010686259,2.99153121806067,0.107629275398111,0.742859484755331
"BW25113_1281","pyrF","orotidine-5'-phosphate decarboxylase",0.0642026805784026,4.57498241470733,0.0235462192812824,0.878045172914159
"BW25113_1282","yciH","initiation factor function partial mimic, SUI1 family",-0.608499356768642,5.22932505946898,2.19794128660211,0.138195194883095
"BW25113_1283","osmB","lipoprotein",-0.138541911605395,7.87582105535998,0.128287650065928,0.720214110489224
"BW25113_1284","yciT","global regulator of transcription; DeoR family",-0.139069715395818,6.93620899271061,0.110952634825694,0.739062170373166
"BW25113_4596","yciZ","uncharacterized protein",-0.293675887606369,4.57703871694834,0.417652465900246,0.518110748432613
"BW25113_1285","gmr","cyclic-di-GMP phosphodiesterase; csgD regulator; modulator of Rnase II stability",-0.281188500964491,7.6854934861881,0.524134138755436,0.469083484055688
"BW25113_1286","rnb","ribonuclease II",0.757754950643259,5.07799122692872,3.39095956782957,0.0655547879670974
"BW25113_1287","yciW","putative oxidoreductase",-0.445684322186732,7.03413067272162,1.04516278171472,0.30662377795602
"BW25113_1289","ycjD","DUF559 family endonuclease-related protein",-0.0207807723911529,5.22059106687727,0.00196989654548574,0.964598700551037
"BW25113_1290","sapF","antimicrobial peptide transport ABC system ATP-binding protein",-0.200604799412118,5.43936109398349,0.253921985217313,0.614326926153704
"BW25113_1291","sapD","antimicrobial peptide transport ABC system ATP-binding protein",-0.964988410864349,5.28921655996322,3.24099115235391,0.0718171791886291
"BW25113_1292","sapC","antimicrobial peptide transport ABC transporter permease",-0.466091450028465,6.48105050387599,1.51055877768433,0.219053841655319
"BW25113_1293","sapB","antimicrobial peptide transport ABC transporter permease",0.187007202067931,6.41210141031646,0.144058745939372,0.704278950685675
"BW25113_1294","sapA","antimicrobial peptide transport ABC transporter periplasmic binding protein",0.241525054024906,7.64758660212446,0.337716014968883,0.561150557531256
"BW25113_1295","ymjA","DUF2543 family protein",0.235346589928001,4.59286403944819,0.214615280448541,0.643173795602726
"BW25113_1296","puuP","putrescine importer",0.177245931005805,7.56601880959137,0.146979366218918,0.701438860033852
"BW25113_1297","puuA","glutamate--putrescine ligase",-0.0622112603924635,7.35642702798726,0.0239102333080545,0.877113536890029
"BW25113_1298","puuD","gamma-glutamyl-gamma-aminobutyrate hydrolase",-0.115375071003112,5.502280802975,0.0839098303719749,0.772067228234192
"BW25113_1299","puuR","repressor for the divergent puu operons, putrescine inducible",-0.371541510732031,6.06418150135357,0.870999310444018,0.350678805781713
"BW25113_1300","puuC","gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase; succinate semialdehyde dehydrogenase",-0.156682645439808,6.91416921315809,0.160380106227773,0.688806803168346
"BW25113_1301","puuB","gamma-glutamylputrescine oxidoreductase",0.0685976426883266,7.04037723877168,0.0315502710289479,0.859018306704083
"BW25113_1302","puuE","4-aminobutyrate aminotransferase, PLP-dependent",-0.422887201307146,7.08329211168358,1.14739166888399,0.284095831006604
"BW25113_1303","pspF","psp operon transcriptional activator",-0.291827491427622,6.12542937925765,0.534095388917544,0.464890143660596
"BW25113_1304","pspA","regulatory protein for phage-shock-protein operon",0.26947116036064,5.99779794925121,0.445953895827996,0.504262673885516
"BW25113_1305","pspB","psp operon transcription co-activator",-1.5188719773103,3.60910641968074,8.76980322042272,0.00306258487797151
"BW25113_1306","pspC","psp operon transcription co-activator",-0.326453208243225,4.62285027671706,0.351503674915591,0.55326316795647
"BW25113_1307","pspD","peripheral inner membrane phage-shock protein",-2.08875089455058,2.96212236870877,5.9803360251143,0.0144662457650894
"BW25113_1308","pspE","thiosulfate:cyanide sulfurtransferase (rhodanese)",-0.298278351445419,6.32265431104149,0.419907705187018,0.51698310117005
"BW25113_1309","ycjM","alpha amylase catalytic domain family protein",-0.0314600155353291,5.83394375560252,0.00628568799621476,0.936808059940992
"BW25113_1310","ycjN","putative ABC superfamily sugar transporter periplasmic-binding protein",-0.386670068892357,7.21704814613144,1.02035201691993,0.312435524301471
"BW25113_1311","ycjO","inner membrane putative ABC superfamily sugar transporter permease",-0.257396858057463,6.32314680295096,0.330397513678986,0.565425111324959
"BW25113_1312","ycjP","inner membrane putative ABC superfamily sugar transporter permease",0.0284408198581195,6.92785797776713,0.00557070300684259,0.940503421266643
"BW25113_1313","ycjQ","putative Zn-dependent NAD(P)-binding oxidoreductase",0.0846738029063882,6.9343932137777,0.0490673785545255,0.824694123675415
"BW25113_1314","ycjR","putative TIM alpha/beta barrel enzyme",-0.480422537848395,5.80783448552448,1.32347848741657,0.249968723868806
"BW25113_1315","ycjS","putative NADH-binding oxidoreductase",0.183841534515459,6.90490699876034,0.224863830829667,0.635358653569683
"BW25113_1316","ycjT","putative family 65 glycosyl hydrolase",-0.146104622152018,7.74398328466702,0.0850590831975637,0.770555080127055
"BW25113_1317","ycjU","beta-phosphoglucomutase",0.028326616544146,6.48816405638329,0.00519979439924612,0.942514686492543
"BW25113_4524","ycjV","pseudogene",-0.653004667265946,7.91109518762943,2.19671604194319,0.13830510597783
"BW25113_1319","ompG","outer membrane porin G",-0.255204596879254,7.96012324517142,0.394544502153408,0.529920239057739
"BW25113_1320","ycjW","LacI family putative transcriptional repressor",-0.633203007401496,7.1409837792857,2.40703637819406,0.120790849606206
"BW25113_1321","ycjX","DUF463 family protein, putative P-loop NTPase",-0.115712832337562,7.31879949119197,0.0736107685258958,0.786150273969961
"BW25113_1322","ycjF","UPF0283 family inner membrane protein",-0.593081223412545,7.01143235632023,1.34644746051474,0.245900137981079
"BW25113_1323","tyrR","aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase",-0.338801582181014,6.52664657432933,0.731950510618347,0.392251681812618
"BW25113_1324","tpx","lipid hydroperoxide peroxidase",-0.0768510174156121,4.27827321690942,0.0188172512624494,0.890891691484725
"BW25113_1325","ycjG","L-Ala-D/L-Glu epimerase",0.00245898597500048,6.38812827826644,3.94930775939883e-05,0.994985845725176
"BW25113_1326","mpaA","murein peptide amidase A",-0.263375585157657,6.05090832071022,0.272659741769356,0.601553149822127
"BW25113_4525","ymjC","pseudogene",-0.581848837936279,3.32444899722529,1.32776685763878,0.249202884971325
"BW25113_1327","ycjY","S9 homolog non-peptidase family protein",-0.0376501291179234,7.41789586458338,0.00651732630839774,0.935656710594243
"BW25113_1328","pgrR","murein peptide degradation regulator",-0.182060625966961,6.87941321205364,0.177990891468625,0.673105552238625
"BW25113_1329","mppA","murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit",-0.167461318650863,8.49963954845052,0.136467441314664,0.711818420002616
"BW25113_1330","ynaI","mechanosensitive channel protein, very small conductance",-0.488694724364576,7.1854996007047,1.18393033251679,0.276557308059994
"BW25113_1332","ynaJ","DUF2534 family putative inner membrane protein",0.661328700424549,2.6690650957875,1.18064103532189,0.277225532149007
"BW25113_1333","uspE","stress-induced protein",0.483984706721568,5.74478064050918,1.186592161979,0.276018036898911
"BW25113_1334","fnr","oxygen-sensing anaerobic growth regulon transcriptional regulator; autorepressor",-1.16422905653325,5.61961474209339,5.68187440567615,0.0171410461672006
"BW25113_1335","ogt","O-6-alkylguanine-DNA:cysteine-protein methyltransferase",0.131157189274833,5.65289102880634,0.0975919175157625,0.754738791218453
"BW25113_1336","abgT","p-aminobenzoyl-glutamate transporter; membrane protein",-0.310421564330056,6.94484430067492,0.422925745081589,0.515480752932336
"BW25113_1337","abgB","p-aminobenzoyl-glutamate hydrolase, B subunit",0.0291939052141804,6.36343527763289,0.00469425937781409,0.94537594619062
"BW25113_1338","abgA","p-aminobenzoyl-glutamate hydrolase, A subunit",0.456303718346682,7.51434995114194,1.26135373254684,0.261395002971513
"BW25113_1339","abgR","putative DNA-binding transcriptional regulator of abgABT operon",-0.31755375412021,7.0585210692606,0.644236043145588,0.422181014347349
"BW25113_4426","mcaS","",0.156001495267989,4.97334520542216,0.125075691881534,0.723593389028326
"BW25113_1340","smrA","DNA endonuclease",0.0894762497028015,5.76468009552943,0.0343994579078171,0.852859696025289
"BW25113_1341","ydaM","diguanylate cyclase, csgD regulator",-0.0711134989998891,7.63860835745691,0.0326377559723809,0.856635064948249
"BW25113_1342","ydaN","putative Zn(II) transporter",0.0796758317634631,7.15478996942096,0.04613970775173,0.829922040987909
"BW25113_4699","fnrS","",0.372871795909296,4.79063490959087,0.790571255001573,0.373927446425695
"BW25113_1343","dbpA","ATP-dependent RNA helicase, specific for 23S rRNA",0.227768413640254,6.27167741104657,0.280225867634776,0.596553213310123
"BW25113_1344","ttcA","tRNA 2-thiocytidine biosynthesis protein",0.0372778836124208,7.19223129300295,0.00849402879475747,0.926568490535417
"BW25113_1345","intR","Rac prophage; integrase",-0.417749346699743,7.67949296543875,1.08432521916736,0.297731986013619
"BW25113_1347","rcbA","double-strand break reduction protein, Rac prophage",1.10137082793919,2.21062572748146,3.03771873944112,0.081350165393577
"BW25113_1348","ralR","Rac prophage; restriction alleviation protein",1.09001892439685,2.58012110712247,0.997981858450611,0.317799332294333
